id,age,job,marital,education,default,amount,housing
12892,29,management,married,tertiary,no,900,no
12893,42,admin.,married,secondary,no,0,yes
12894,36,admin.,single,unknown,no,1815,no
12895,25,services,married,secondary,no,-97,yes
12896,34,entrepreneur,married,tertiary,no,368,no
12897,33,management,married,tertiary,no,17946,yes
12898,32,technician,single,secondary,no,12,no
12899,39,blue-collar,single,primary,no,1790,yes
12900,57,housemaid,married,primary,no,473,no
12901,55,blue-collar,married,primary,no,81,yes
12902,28,management,single,tertiary,no,678,no
12903,29,technician,single,secondary,no,590,no
12904,48,blue-collar,divorced,secondary,no,2071,no
12905,39,management,divorced,tertiary,no,126,no
12906,53,technician,married,tertiary,no,476,yes
12907,38,housemaid,married,secondary,no,333,yes
12908,25,admin.,single,secondary,no,4590,yes
12909,56,blue-collar,married,primary,no,373,yes
12910,43,self-employed,single,secondary,no,798,yes
12911,28,blue-collar,single,secondary,no,2845,yes
12912,53,management,divorced,primary,no,443,no
12913,40,entrepreneur,married,tertiary,no,3571,no
12914,44,management,married,tertiary,no,423,no
12915,50,services,divorced,secondary,no,449,no
12916,30,management,single,tertiary,no,3384,no
12917,35,technician,married,secondary,no,23,yes
12918,57,admin.,married,secondary,no,2518,yes
12919,38,technician,divorced,secondary,no,1294,yes
12920,52,technician,married,secondary,no,1076,yes
12921,36,management,married,tertiary,no,753,no
12922,35,services,single,secondary,no,5551,yes
12923,45,management,married,tertiary,yes,-1655,yes
12924,39,blue-collar,married,secondary,no,-99,no
12925,35,management,married,tertiary,no,1613,yes
12926,33,management,married,secondary,no,-14,yes
12927,36,blue-collar,married,primary,no,453,yes
12928,34,technician,married,secondary,no,1072,no
12929,28,services,single,secondary,no,1736,yes
12930,51,technician,married,secondary,no,176,no
12931,41,technician,married,secondary,no,-832,no
12932,43,technician,married,primary,no,321,yes
12933,25,blue-collar,single,secondary,no,0,yes
12934,41,blue-collar,single,tertiary,no,6025,no
12935,36,entrepreneur,married,tertiary,no,2700,no
12936,33,self-employed,married,tertiary,no,980,no
12937,32,technician,single,secondary,yes,-1,no
12938,51,retired,married,secondary,no,2281,no
12939,37,technician,married,secondary,no,83,yes
12940,27,management,single,secondary,no,145,yes
12941,69,retired,married,tertiary,no,473,no
12942,54,management,married,tertiary,no,1451,no
12943,29,blue-collar,single,primary,no,145,no
12944,26,admin.,divorced,secondary,no,-45,yes
12945,42,admin.,married,primary,no,-306,yes
12946,33,management,single,secondary,no,0,no
12947,51,admin.,married,primary,no,2281,yes
12948,41,management,married,tertiary,no,2470,yes
12949,35,blue-collar,married,secondary,no,4723,yes
12950,36,services,divorced,tertiary,no,162,yes
12951,66,retired,married,unknown,no,2540,no
12952,42,services,married,secondary,no,146,yes
12953,28,unemployed,married,secondary,no,-353,no
12954,56,retired,married,secondary,no,334,no
12955,34,management,married,tertiary,no,158,no
12956,54,housemaid,married,unknown,no,4789,no
12957,27,services,single,secondary,no,683,yes
12958,34,technician,married,secondary,no,50,no
12959,47,blue-collar,married,primary,no,643,yes
12960,26,technician,single,secondary,no,603,no
12961,57,technician,married,secondary,no,629,yes
12962,23,services,single,secondary,no,665,yes
12963,45,blue-collar,single,secondary,no,91,no
12964,28,blue-collar,single,secondary,no,1065,yes
12965,28,management,single,tertiary,no,1252,yes
12966,33,blue-collar,single,primary,no,449,yes
12967,45,blue-collar,married,unknown,no,850,no
12968,41,blue-collar,married,secondary,no,2157,yes
12969,33,blue-collar,married,secondary,no,889,yes
12970,56,admin.,married,secondary,no,550,yes
12971,40,blue-collar,married,secondary,no,8150,yes
12972,37,technician,single,secondary,no,864,yes
12973,35,entrepreneur,married,secondary,yes,204,yes
12974,49,services,married,secondary,no,1084,yes
12975,50,management,married,tertiary,no,230,no
12976,31,services,married,secondary,no,1129,yes
12977,30,technician,single,secondary,no,62,yes
12978,38,management,single,tertiary,no,-974,yes
12979,33,technician,single,secondary,no,116,no
12980,33,admin.,married,secondary,no,177,yes
12981,43,housemaid,married,primary,no,1283,no
12982,75,retired,divorced,primary,no,852,no
12983,34,self-employed,divorced,unknown,no,28,no
12984,32,self-employed,single,tertiary,no,0,yes
12985,36,technician,divorced,tertiary,no,1023,yes
12986,54,technician,married,secondary,no,-315,no
12987,36,blue-collar,single,primary,no,20,yes
12988,50,management,married,tertiary,no,1158,yes
12989,38,technician,married,tertiary,no,940,no
12990,23,admin.,single,secondary,no,589,yes
12991,32,blue-collar,single,secondary,no,2285,yes
12992,57,housemaid,married,primary,no,2234,no
12993,46,management,married,primary,no,312,yes
12994,41,technician,divorced,secondary,no,0,no
12995,44,admin.,married,secondary,no,238,yes
12996,44,services,married,secondary,no,-618,no
12997,30,services,single,secondary,no,432,yes
12998,34,blue-collar,married,secondary,no,470,yes
12999,32,housemaid,divorced,secondary,no,0,yes
13000,38,management,single,tertiary,no,633,no
13001,41,blue-collar,married,secondary,no,1885,yes
13002,48,self-employed,married,tertiary,no,929,no
13003,60,retired,married,unknown,no,79,yes
13004,32,self-employed,married,tertiary,no,428,no
13005,28,management,single,tertiary,no,1530,no
13006,29,admin.,single,secondary,no,390,yes
13007,31,services,married,secondary,no,-214,yes
13008,39,blue-collar,single,primary,no,581,yes
13009,36,blue-collar,married,secondary,no,537,no
13010,44,management,divorced,tertiary,no,0,no
13011,51,management,married,tertiary,no,0,yes
13012,51,blue-collar,married,secondary,no,1151,yes
13013,35,admin.,single,tertiary,no,994,no
13014,32,blue-collar,married,primary,no,391,yes
13015,37,blue-collar,married,secondary,no,183,yes
13016,32,blue-collar,married,secondary,no,0,yes
13017,31,admin.,married,secondary,no,5,yes
13018,47,technician,single,secondary,no,736,no
13019,50,technician,married,secondary,no,0,yes
13020,47,management,single,tertiary,no,440,no
13021,32,management,single,tertiary,no,6248,yes
13022,35,management,single,tertiary,no,243,yes
13023,32,management,married,tertiary,no,6138,no
13024,43,management,married,secondary,no,3,yes
13025,30,blue-collar,single,secondary,no,-110,yes
13026,36,blue-collar,married,secondary,no,222,yes
13027,26,services,single,secondary,no,76,yes
13028,40,technician,married,secondary,no,257,yes
13029,41,management,single,tertiary,no,572,yes
13030,68,retired,married,tertiary,no,2812,no
13031,49,self-employed,married,tertiary,no,1842,yes
13032,38,management,divorced,tertiary,no,4207,no
13033,39,admin.,divorced,secondary,no,399,yes
13034,28,services,single,secondary,no,115,yes
13035,45,unemployed,divorced,secondary,no,3354,yes
13036,39,management,single,tertiary,no,1340,yes
13037,30,self-employed,single,tertiary,no,0,yes
13038,30,admin.,married,secondary,no,1310,no
13039,31,student,single,secondary,no,93,no
13040,32,blue-collar,single,secondary,no,799,no
13041,34,unemployed,divorced,tertiary,yes,75,yes
13042,59,retired,married,secondary,no,32948,no
13043,56,admin.,married,secondary,no,6005,yes
13044,50,blue-collar,married,secondary,no,26,yes
13045,38,technician,single,tertiary,no,23,no
13046,48,blue-collar,married,primary,no,219,yes
13047,37,blue-collar,married,primary,no,3574,yes
13048,36,technician,married,secondary,no,449,yes
13049,28,blue-collar,married,secondary,no,822,yes
13050,48,blue-collar,married,secondary,no,244,yes
13051,41,services,divorced,secondary,no,-19,yes
13052,54,blue-collar,married,primary,no,736,yes
13053,60,services,married,tertiary,no,4256,yes
13054,56,technician,married,secondary,no,589,yes
13055,60,admin.,married,secondary,no,12210,yes
13056,43,technician,single,tertiary,no,4243,yes
13057,37,housemaid,divorced,secondary,no,226,no
13058,28,admin.,single,secondary,no,-625,yes
13059,24,admin.,single,secondary,no,1055,no
13060,36,services,married,secondary,no,257,yes
13061,55,self-employed,married,secondary,no,198,no
13062,57,blue-collar,married,primary,no,3498,no
13063,44,blue-collar,divorced,secondary,no,-184,yes
13064,30,entrepreneur,single,tertiary,no,-63,yes
13065,31,technician,married,secondary,no,0,no
13066,44,blue-collar,married,primary,no,67,yes
13067,53,technician,married,unknown,no,6921,yes
13068,35,entrepreneur,married,tertiary,no,355,yes
13069,30,admin.,single,secondary,no,115,yes
13070,46,technician,married,secondary,no,0,no
13071,31,blue-collar,married,primary,no,19,yes
13072,56,technician,divorced,secondary,no,99,yes
13073,33,blue-collar,married,secondary,no,489,yes
13074,32,technician,married,secondary,no,374,no
13075,27,student,single,secondary,no,67,no
13076,43,management,married,unknown,no,5172,yes
13077,32,admin.,married,secondary,no,506,yes
13078,33,blue-collar,divorced,secondary,no,3546,yes
13079,78,retired,divorced,tertiary,no,1016,no
13080,44,services,married,secondary,no,1106,yes
13081,56,admin.,married,primary,no,2086,yes
13082,38,self-employed,married,tertiary,no,3139,yes
13083,30,management,married,tertiary,no,1942,yes
13084,28,self-employed,single,tertiary,no,4579,no
13085,30,management,single,tertiary,no,617,no
13086,41,blue-collar,married,primary,no,875,yes
13087,34,blue-collar,married,secondary,no,-100,yes
13088,37,blue-collar,single,unknown,no,-114,yes
13089,60,services,married,secondary,no,292,no
13090,32,admin.,single,secondary,no,146,no
13091,34,entrepreneur,single,tertiary,no,-185,no
13092,46,self-employed,married,primary,no,3155,yes
13093,41,blue-collar,divorced,secondary,no,174,yes
13094,32,entrepreneur,divorced,secondary,no,252,no
13095,31,management,married,tertiary,no,537,yes
13096,42,technician,married,secondary,no,769,no
13097,48,blue-collar,divorced,secondary,no,271,yes
13098,51,unknown,married,unknown,no,12,no
13099,56,technician,married,secondary,no,62,no
13100,40,blue-collar,married,primary,no,4608,yes
13101,33,technician,divorced,tertiary,no,2558,no
13102,67,retired,married,primary,no,2301,no
13103,39,admin.,married,unknown,no,378,no
13104,39,technician,married,secondary,no,133,yes
13105,51,management,single,tertiary,no,151,yes
13106,66,management,married,unknown,no,2149,yes
13107,35,services,married,secondary,no,347,yes
13108,26,blue-collar,single,secondary,no,8,yes
13109,34,admin.,married,secondary,no,1671,no
13110,42,management,married,tertiary,no,5,no
13111,51,blue-collar,married,secondary,no,362,yes
13112,36,management,married,tertiary,no,771,yes
13113,45,management,married,primary,no,449,yes
13114,29,self-employed,single,tertiary,no,121,yes
13115,41,management,single,tertiary,no,0,no
13116,47,management,married,unknown,no,555,yes
13117,39,management,single,tertiary,no,3202,yes
13118,32,services,single,secondary,no,995,yes
13119,41,blue-collar,married,secondary,no,217,yes
13120,38,blue-collar,married,primary,no,10443,no
13121,47,blue-collar,married,secondary,no,-656,yes
13122,84,entrepreneur,married,secondary,no,0,no
13123,41,admin.,married,secondary,no,0,yes
13124,39,technician,divorced,secondary,no,394,yes
13125,33,management,single,secondary,no,1615,yes
13126,47,management,married,tertiary,no,1105,no
13127,30,services,divorced,secondary,no,341,yes
13128,45,unknown,married,unknown,no,356,no
13129,59,management,divorced,tertiary,no,0,no
13130,53,housemaid,married,secondary,no,637,no
13131,51,entrepreneur,married,secondary,no,-799,no
13132,44,blue-collar,married,secondary,no,0,no
13133,53,housemaid,married,primary,no,2581,no
13134,51,management,married,secondary,no,2216,yes
13135,39,management,married,tertiary,no,271,yes
13136,38,services,single,secondary,no,9609,yes
13137,66,housemaid,married,primary,no,922,no
13138,46,admin.,divorced,primary,no,1807,yes
13139,53,housemaid,married,primary,no,0,no
13140,46,blue-collar,married,secondary,no,3999,no
13141,53,blue-collar,single,unknown,no,160,yes
13142,32,blue-collar,divorced,primary,no,158,yes
13143,53,blue-collar,married,primary,no,-294,yes
13144,53,technician,married,secondary,no,230,no
13145,60,retired,married,tertiary,no,81,yes
13146,41,management,divorced,tertiary,no,3426,no
13147,42,blue-collar,married,secondary,no,388,yes
13148,56,management,married,secondary,no,208,no
13149,55,blue-collar,married,unknown,no,213,no
13150,48,technician,married,secondary,no,10655,no
13151,46,entrepreneur,married,secondary,no,294,yes
13152,29,admin.,single,secondary,no,405,yes
13153,26,entrepreneur,single,secondary,no,101,yes
13154,59,blue-collar,married,primary,no,179,yes
13155,25,admin.,single,tertiary,no,1185,no
13156,53,management,divorced,tertiary,no,380,no
13157,33,management,single,tertiary,no,506,no
13158,49,blue-collar,married,secondary,no,449,no
13159,31,management,single,tertiary,no,55,no
13160,31,technician,single,tertiary,no,36,no
13161,44,management,married,tertiary,no,-8,yes
13162,56,blue-collar,single,secondary,no,663,no
13163,32,blue-collar,single,secondary,yes,130,no
13164,33,admin.,single,secondary,no,2554,yes
13165,49,admin.,married,primary,no,686,yes
13166,37,management,married,tertiary,no,539,no
13167,58,housemaid,married,secondary,no,449,no
13168,33,blue-collar,single,secondary,no,-367,yes
13169,35,technician,married,secondary,no,294,yes
13170,51,services,married,tertiary,no,0,no
13171,31,technician,single,tertiary,no,208,no
13172,41,blue-collar,married,secondary,yes,-204,yes
13173,34,technician,single,tertiary,no,992,yes
13174,30,self-employed,single,tertiary,no,2593,no
13175,46,management,married,tertiary,no,1906,no
13176,46,blue-collar,married,secondary,no,6879,no
13177,39,services,married,secondary,no,1323,yes
13178,28,admin.,single,secondary,no,89,yes
13179,29,admin.,single,secondary,no,265,yes
13180,33,blue-collar,married,primary,no,2615,yes
13181,31,technician,married,tertiary,no,3338,yes
13182,50,management,married,secondary,no,268,no
13183,39,blue-collar,married,secondary,no,750,yes
13184,40,blue-collar,married,primary,no,-214,yes
13185,51,blue-collar,single,primary,no,368,yes
13186,56,management,married,tertiary,no,0,no
